"","county_desc","DEM","REP","UNA","LIB","age","WHITE","BLACK","NATIVE","UND","TWO","ASIAN"
"71","STANLY",277,198,104,0,61.9965457685665,529,42,0,4,0,0
"72","STOKES",0,6,1,0,49.4285714285714,7,0,0,0,0,0
"73","SURRY",261,160,69,1,62.877800407332,475,8,0,6,0,1
"74","TRANSYLVANIA",249,159,175,0,63.8507718696398,553,19,3,3,1,1
"75","TYRRELL",23,1,11,0,68.2857142857143,27,5,0,1,0,2
"76","UNION",472,427,282,0,60.467400508044,924,239,1,3,1,5
"77","WAKE",1666,923,782,6,53.6704175303524,2382,685,8,65,17,133
"78","WARREN",96,15,19,0,63.1923076923077,114,16,0,0,0,0
"79","WASHINGTON",111,6,12,0,60.8449612403101,71,55,0,0,0,2
"80","WATAUGA",208,97,131,2,50.0570776255708,413,6,1,8,6,1
"81","WAYNE",42,63,18,0,52.260162601626,110,7,2,0,0,0
"82","WILKES",88,132,40,0,64.1230769230769,255,4,0,0,0,0
"83","WILSON",23,4,2,0,49.9310344827586,11,18,0,0,0,0
