Election Date,County Name,Site Label,Ballot Request Type,Ballot Return Status,Total Count
11/8/16,STANLY,NLON,ONE-STOP,ACCEPTED,"1,521"
11/8/16,STANLY,NRWD,ONE-STOP,ACCEPTED,"1,587"
11/8/16,STOKES,BOE,ONE-STOP,ACCEPTED,"2,189"
11/8/16,STOKES,KPL,ONE-STOP,ACCEPTED,"6,101"
11/8/16,STOKES,WCFD,ONE-STOP,ACCEPTED,"2,963"
11/8/16,SURRY,BOE,ONE-STOP,ACCEPTED,"6,942"
11/8/16,SURRY,ELK1,ONE-STOP,ACCEPTED,"2,399"
11/8/16,SURRY,MA,ONE-STOP,ACCEPTED,"8,303"
11/8/16,SURRY,PIL,ONE-STOP,ACCEPTED,"2,799"
11/8/16,SWAIN,LOB1,ONE-STOP,ACCEPTED,"3,081"
11/8/16,SWAIN,WHCH,ONE-STOP,ACCEPTED,713
11/8/16,TRANSYLVANIA,EC,ONE-STOP,ACCEPTED,"10,158"
11/8/16,TRANSYLVANIA,RTH,ONE-STOP,ACCEPTED,"1,431"
11/8/16,TYRRELL,BOE,ONE-STOP,ACCEPTED,923
11/8/16,UNION,HBR,ONE-STOP,ACCEPTED,"12,056"
11/8/16,UNION,LOBB,ONE-STOP,ACCEPTED,"16,684"
11/8/16,UNION,MSP,ONE-STOP,ACCEPTED,"5,057"
11/8/16,UNION,STAL,ONE-STOP,ACCEPTED,"12,040"
11/8/16,UNION,WCC,ONE-STOP,ACCEPTED,"4,442"
11/8/16,UNION,WCHA,ONE-STOP,ACCEPTED,"11,693"
11/8/16,UNION,WSCH,ONE-STOP,ACCEPTED,"8,516"
11/8/16,VANCE,ARC,ONE-STOP,ACCEPTED,945
11/8/16,VANCE,HOC,ONE-STOP,ACCEPTED,"7,074"
11/8/16,VANCE,LOB,ONE-STOP,ACCEPTED,"5,722"
11/8/16,WAKE,AB,ONE-STOP,ACCEPTED,"13,230"
11/8/16,WAKE,AP,ONE-STOP,ACCEPTED,"29,118"
11/8/16,WAKE,AV,ONE-STOP,ACCEPTED,"17,409"
11/8/16,WAKE,CA,ONE-STOP,ACCEPTED,"32,249"
11/8/16,WAKE,CB,ONE-STOP,ACCEPTED,"11,679"
11/8/16,WAKE,CH,ONE-STOP,ACCEPTED,"24,909"
11/8/16,WAKE,FB,ONE-STOP,ACCEPTED,"11,951"
11/8/16,WAKE,FV,ONE-STOP,ACCEPTED,"9,319"
11/8/16,WAKE,GR,ONE-STOP,ACCEPTED,"13,791"
11/8/16,WAKE,HS,ONE-STOP,ACCEPTED,"14,786"
11/8/16,WAKE,KD,ONE-STOP,ACCEPTED,"9,018"
11/8/16,WAKE,LL,ONE-STOP,ACCEPTED,"28,241"
11/8/16,WAKE,LOB,ONE-STOP,ACCEPTED,"16,543"
11/8/16,WAKE,NB,ONE-STOP,ACCEPTED,"8,669"
11/8/16,WAKE,NR,ONE-STOP,ACCEPTED,"17,608"
11/8/16,WAKE,OP,ONE-STOP,ACCEPTED,"14,827"
11/8/16,WAKE,TC,ONE-STOP,ACCEPTED,"6,846"
11/8/16,WAKE,WA,ONE-STOP,ACCEPTED,"8,147"
11/8/16,WAKE,WD,ONE-STOP,ACCEPTED,"5,610"
11/8/16,WAKE,ZB,ONE-STOP,ACCEPTED,"8,432"
11/8/16,WARREN,BOE,ONE-STOP,ACCEPTED,"6,172"
11/8/16,WASHINGTON,CBR,ONE-STOP,ACCEPTED,"3,684"
11/8/16,WATAUGA,ADMN,ONE-STOP,ACCEPTED,"9,290"
11/8/16,WATAUGA,ASUP,ONE-STOP,ACCEPTED,"6,480"
11/8/16,WATAUGA,BR,ONE-STOP,ACCEPTED,"1,101"
11/8/16,WATAUGA,DG,ONE-STOP,ACCEPTED,982
11/8/16,WATAUGA,MC,ONE-STOP,ACCEPTED,757
11/8/16,WATAUGA,WW,ONE-STOP,ACCEPTED,"1,079"
11/8/16,WAYNE,FTH,ONE-STOP,ACCEPTED,"2,337"
11/8/16,WAYNE,GWC,ONE-STOP,ACCEPTED,"7,969"
11/8/16,WAYNE,LOB1,ONE-STOP,ACCEPTED,"13,444"
11/8/16,WAYNE,LRC,ONE-STOP,ACCEPTED,"5,914"
11/8/16,WAYNE,MTO,ONE-STOP,ACCEPTED,"3,708"
11/8/16,WAYNE,NHC,ONE-STOP,ACCEPTED,"2,942"
11/8/16,WILKES,LOB,ONE-STOP,ACCEPTED,"10,433"
11/8/16,WILKES,MCF,ONE-STOP,ACCEPTED,"1,679"
11/8/16,WILKES,MFFD,ONE-STOP,ACCEPTED,"1,041"
11/8/16,WILKES,MVR,ONE-STOP,ACCEPTED,665
11/8/16,WILKES,PHFD,ONE-STOP,ACCEPTED,"1,600"
11/8/16,WILSON,BD,ONE-STOP,ACCEPTED,"18,006"
11/8/16,WILSON,HDEP,ONE-STOP,ACCEPTED,"6,087"
11/8/16,YADKIN,LOB,ONE-STOP,ACCEPTED,"7,408"
11/8/16,YANCEY,BOE,ONE-STOP,ACCEPTED,"5,775"
11/8/16,STATEWIDE,-,-,TOTAL:,"2,945,003"
